Mfr Name,Division,Carline,Hybrid (Y/N),# Cyl,City FE (MPG),Hwy FE (MPG),Comb FE (MPG),Guzzler?,Transmission,# Gears,Drive Desc,Annual Fuel Cost,Type,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),Smog Rating (Mfr Smog 1-10 Rating on Label),$ You Spend over 5 years,Tailpipe_CO2
Ford Motor Company,Lincoln,MKZ FWD,N,4,21,31,24,N,Automatic,6,"2-Wheel Drive, Front",1500,Car,5,5,5,750,370
Ford Motor Company,Lincoln,MKZ FWD,N,6,18,27,21,N,Automatic,6,"2-Wheel Drive, Front",1700,Car,4,4,5,1750,425
Ford Motor Company,Lincoln,MKZ HYBRID FWD,Y,4,41,38,40,N,Automatic,1,"2-Wheel Drive, Front",900,Car,9,9,7,2250,222
Ford Motor Company,Lincoln,CONTINENTAL AWD,N,6,17,25,20,N,Automatic,6,All Wheel Drive,1800,Car,4,4,5,2250,451
Ford Motor Company,Lincoln,CONTINENTAL AWD,N,6,16,24,19,N,Automatic,6,All Wheel Drive,1900,Car,3,3,5,2750,467
Ford Motor Company,Lincoln,CONTINENTAL AWD,N,6,16,24,19,N,Automatic,6,All Wheel Drive,1900,Car,3,3,3,2750,466
Ford Motor Company,Lincoln,CONTINENTAL FWD,N,6,18,27,21,N,Automatic,6,"2-Wheel Drive, Front",1700,Car,4,4,5,1750,424
Ford Motor Company,Lincoln,CONTINENTAL FWD,N,6,17,26,20,N,Automatic,6,"2-Wheel Drive, Front",1800,Car,4,4,3,2250,440
Ford Motor Company,Lincoln,MKT LIVERY AWD,N,6,16,23,18,N,Automatic,6,All Wheel Drive,2000,Car,3,3,3,3250,493
Ford Motor Company,Lincoln,MKC  FWD,N,4,21,28,23,NA,Automatic,6,"2-Wheel Drive, Front",1550,SUV,5,5,5,1000,386
Ford Motor Company,Lincoln,MKX FWD,N,6,18,25,20,NA,Automatic,6,"2-Wheel Drive, Front",1800,SUV,4,4,5,2250,444
Ford Motor Company,Lincoln,MKX FWD,N,6,17,25,20,NA,Automatic,6,"2-Wheel Drive, Front",1800,SUV,4,4,3,2250,440
Ford Motor Company,Lincoln,MKC  AWD,N,4,19,25,22,NA,Automatic,6,All Wheel Drive,1650,SUV,4,4,5,1500,404
Ford Motor Company,Lincoln,MKC  AWD,N,4,19,25,21,NA,Automatic,6,All Wheel Drive,1700,SUV,4,4,5,1750,413
Ford Motor Company,Lincoln,MKC  AWD,N,4,18,25,20,NA,Automatic,6,All Wheel Drive,1800,SUV,4,4,3,2250,436
Ford Motor Company,Lincoln,MKX AWD,N,6,17,24,19,NA,Automatic,6,All Wheel Drive,1900,SUV,3,3,5,2750,467
Ford Motor Company,Lincoln,MKX AWD,N,6,16,23,19,NA,Automatic,6,All Wheel Drive,1900,SUV,3,3,3,2750,471
Ford Motor Company,Lincoln,MKT FWD,N,6,16,24,19,NA,Automatic,6,"2-Wheel Drive, Front",1900,SUV,3,3,3,2750,468
Ford Motor Company,Lincoln,Navigator 2WD,N,6,16,23,19,NA,Automatic,10,"2-Wheel Drive, Rear",1900,SUV,3,3,5,2750,469
Ford Motor Company,Lincoln,Navigator L 2WD,N,6,16,22,18,NA,Automatic,10,"2-Wheel Drive, Rear",2000,SUV,3,3,5,3250,490
Ford Motor Company,Lincoln,MKT AWD,N,6,15,21,17,NA,Automatic,6,All Wheel Drive,2100,SUV,3,3,3,3750,523
Ford Motor Company,Lincoln,Navigator 4WD,N,6,16,21,18,NA,Automatic,10,Part-time 4-Wheel Drive,2000,SUV,3,3,5,3250,499
Maserati,MASERATI,GRANTURISMO,N,8,13,21,16,Y,Automatic,6,"2-Wheel Drive, Rear",2600,Car,2,2,4,6250,572
Maserati,MASERATI,GRANTURISMO CONVERTIBLE,N,8,13,20,15,Y,Automatic,6,"2-Wheel Drive, Rear",2800,Car,2,2,4,7250,577
Maserati,MASERATI,QUATTROPORTE V8,N,8,15,22,17,Y,Automatic,8,"2-Wheel Drive, Rear",2450,Car,3,3,4,5500,517
Maserati,MASERATI,Ghibli  S RWD,N,6,16,24,19,N,Automatic,8,"2-Wheel Drive, Rear",2200,Car,3,3,4,4250,471
Maserati,MASERATI,Ghibli V6 Rear Wheel Drive (RWD),N,6,17,24,19,N,Automatic,8,"2-Wheel Drive, Rear",2200,Car,3,3,4,4250,460
Maserati,MASERATI,Ghibli V6 SQ4 AWD,N,6,16,24,19,N,Automatic,8,All Wheel Drive,2200,Car,3,3,4,4250,475
Maserati,MASERATI,QUATTROPORTE S,N,6,16,23,18,N,Automatic,8,"2-Wheel Drive, Rear",2350,Car,3,3,4,5000,482
Maserati,MASERATI,QUATTROPORTE SQ4 V6,N,6,16,23,18,N,Automatic,8,All Wheel Drive,2350,Car,3,3,4,5000,485
Maserati,MASERATI,LEVANTE,N,8,14,20,16,NA,Automatic,8,All Wheel Drive,2600,SUV,2,2,4,6250,548
Maserati,MASERATI,LEVANTE S,N,8,14,19,16,NA,Automatic,8,All Wheel Drive,2600,SUV,2,2,4,6250,557
MAZDA,MAZDA,MX-5,N,4,26,35,29,N,Automatic,6,"2-Wheel Drive, Rear",1450,Car,6,6,3,500,303
MAZDA,MAZDA,MX-5,N,4,26,33,29,N,Manual,6,"2-Wheel Drive, Rear",1450,Car,6,6,3,500,305
MAZDA,MAZDA,CX-3 2WD,N,4,29,34,31,N,Automatic,6,"2-Wheel Drive, Front",1150,Car,7,7,3,1000,290
MAZDA,MAZDA,CX-3 4WD,N,4,27,32,29,N,Automatic,6,4-Wheel Drive,1250,Car,6,6,3,500,308
MAZDA,MAZDA,MAZDA2,N,4,32,40,35,N,Automatic,6,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,252
MAZDA,MAZDA,MAZDA2,N,4,30,39,34,N,Manual,6,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,264
MAZDA,MAZDA,MAZDA3 4-Door,N,4,28,37,31,N,Automatic,6,"2-Wheel Drive, Front",1150,Car,7,7,7,1000,283
MAZDA,MAZDA,MAZDA3 4-Door,N,4,28,38,31,N,Manual,6,"2-Wheel Drive, Front",1150,Car,7,7,7,1000,281
MAZDA,MAZDA,MAZDA3 4-Door,N,4,27,36,30,N,Automatic,6,"2-Wheel Drive, Front",1200,Car,7,7,7,750,293
MAZDA,MAZDA,MAZDA3 5-Door,N,4,28,37,32,N,Automatic,6,"2-Wheel Drive, Front",1100,Car,7,7,7,1250,280
MAZDA,MAZDA,MAZDA3 5-Door,N,4,27,37,31,N,Manual,6,"2-Wheel Drive, Front",1150,Car,7,7,7,1000,286
MAZDA,MAZDA,MAZDA3 5-Door,N,4,26,35,30,N,Automatic,6,"2-Wheel Drive, Front",1200,Car,7,7,7,750,301
MAZDA,MAZDA,MAZDA6,N,4,26,35,29,N,Automatic,6,"2-Wheel Drive, Front",1250,Car,6,6,7,500,302
MAZDA,MAZDA,MAZDA6,N,4,23,31,26,N,Automatic,6,"2-Wheel Drive, Front",1400,Car,5,5,3,250,335
MAZDA,MAZDA,MAZDA6,N,4,24,33,27,N,Manual,6,"2-Wheel Drive, Front",1350,Car,6,6,7,0,328
MAZDA,MAZDA,CX-5 2WD,N,4,25,31,28,NA,Automatic,6,"2-Wheel Drive, Front",1300,SUV,6,6,7,250,321
MAZDA,MAZDA,CX-9 2WD,N,4,22,28,24,NA,Automatic,6,"2-Wheel Drive, Front",1500,SUV,5,5,3,750,362
MAZDA,MAZDA,CX-5 4WD,N,4,24,30,26,NA,Automatic,6,4-Wheel Drive,1400,SUV,5,5,7,250,335
MAZDA,MAZDA,CX-9 4WD,N,4,20,26,23,NA,Automatic,6,4-Wheel Drive,1550,SUV,5,5,3,1000,391
Mercedes-Benz,Mercedes-Benz,AMG GT C (coupe),N,8,15,20,17,Y,Manual,7,"2-Wheel Drive, Rear",2450,Car,3,3,5,5500,518
Mercedes-Benz,Mercedes-Benz,AMG GT C (roadster),N,8,15,20,17,Y,Manual,7,"2-Wheel Drive, Rear",2450,Car,3,3,5,5500,518
Mercedes-Benz,Mercedes-Benz,AMG GT R (coupe),N,8,15,20,17,Y,Manual,7,"2-Wheel Drive, Rear",2450,Car,3,3,5,5500,522
Mercedes-Benz,Mercedes-Benz,AMG SL 65,N,12,13,22,16,Y,Automatic,7,"2-Wheel Drive, Rear",2600,Car,2,2,3,6250,546
Mercedes-Benz,Mercedes-Benz,AMG S 65 (convertible),N,12,14,21,16,Y,Automatic,7,"2-Wheel Drive, Rear",2600,Car,2,2,3,6250,542
Mercedes-Benz,Mercedes-Benz,AMG S 65 (coupe),N,12,13,21,16,Y,Automatic,7,"2-Wheel Drive, Rear",2600,Car,2,2,3,6250,553
Mercedes-Benz,Mercedes-Benz,AMG S 65,N,12,13,22,16,Y,Automatic,7,"2-Wheel Drive, Rear",2600,Car,2,2,3,6250,574
Mercedes-Benz,Mercedes-Benz,Maybach S 650,N,12,13,21,16,Y,Automatic,7,"2-Wheel Drive, Rear",2600,Car,2,2,3,6250,572
Mercedes-Benz,Mercedes-Benz,AMG GT (coupe),N,8,16,22,18,N,Manual,7,"2-Wheel Drive, Rear",2350,Car,3,3,5,5000,486
Mercedes-Benz,Mercedes-Benz,AMG GT (roadster),N,8,16,21,18,N,Manual,7,"2-Wheel Drive, Rear",2350,Car,3,3,5,5000,490
Mercedes-Benz,Mercedes-Benz,AMG GT S (coupe),N,8,16,22,18,N,Manual,7,"2-Wheel Drive, Rear",2350,Car,3,3,5,5000,486
Mercedes-Benz,Mercedes-Benz,AMG SL 63,N,8,16,25,19,N,Automatic,7,"2-Wheel Drive, Rear",2200,Car,3,3,1,4250,468
Mercedes-Benz,Mercedes-Benz,AMG SLC 43,N,6,20,29,23,N,Automatic,9,"2-Wheel Drive, Rear",1850,Car,5,5,5,2500,379
Mercedes-Benz,Mercedes-Benz,SL 450,N,6,20,28,23,N,Automatic,9,"2-Wheel Drive, Rear",1850,Car,5,5,3,2500,383
Mercedes-Benz,Mercedes-Benz,SL 550,N,8,17,25,20,N,Automatic,9,"2-Wheel Drive, Rear",2100,Car,4,4,1,3750,442
Mercedes-Benz,Mercedes-Benz,SLC 300,N,4,25,32,27,N,Automatic,9,"2-Wheel Drive, Rear",1550,Car,6,6,3,1000,324
Mercedes-Benz,Mercedes-Benz,AMG C 43 4MATIC (convertible),N,6,19,26,22,N,Automatic,9,4-Wheel Drive,1900,Car,4,4,5,2750,405
Mercedes-Benz,Mercedes-Benz,AMG C 43 4MATIC (coupe),N,6,20,27,22,N,Automatic,9,4-Wheel Drive,1900,Car,4,4,5,2750,394
Mercedes-Benz,Mercedes-Benz,AMG C 63 (convertible),N,8,17,22,19,N,Automatic,7,"2-Wheel Drive, Rear",2200,Car,3,3,5,4250,468
Mercedes-Benz,Mercedes-Benz,AMG C 63 (coupe),N,8,17,23,19,N,Automatic,7,"2-Wheel Drive, Rear",2200,Car,3,3,5,4250,458
Mercedes-Benz,Mercedes-Benz,AMG C 63 S (convertible),N,8,17,22,19,N,Automatic,7,"2-Wheel Drive, Rear",2200,Car,3,3,5,4250,468
Mercedes-Benz,Mercedes-Benz,AMG C 63 S (coupe),N,8,17,23,19,N,Automatic,7,"2-Wheel Drive, Rear",2200,Car,3,3,5,4250,458
Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC (convertible),N,8,15,24,18,N,Automatic,9,4-Wheel Drive,2350,Car,3,3,5,5000,493
Mercedes-Benz,Mercedes-Benz,C 300 (convertible),N,4,22,29,25,N,Automatic,9,"2-Wheel Drive, Rear",1700,Car,5,5,5,1750,355
Mercedes-Benz,Mercedes-Benz,C 300 (Coupe),N,4,22,30,25,N,Automatic,9,"2-Wheel Drive, Rear",1700,Car,5,5,5,1750,349
Mercedes-Benz,Mercedes-Benz,C 300 4MATIC (convertible),N,4,22,29,25,N,Automatic,9,4-Wheel Drive,1700,Car,5,5,5,1750,360
Mercedes-Benz,Mercedes-Benz,C 300 4MATIC (Coupe),N,4,22,30,25,N,Automatic,9,4-Wheel Drive,1700,Car,5,5,5,1750,351
Mercedes-Benz,Mercedes-Benz,E 400 (convertible),N,6,20,26,22,N,Automatic,9,"2-Wheel Drive, Rear",1900,Car,4,4,5,2750,399
Mercedes-Benz,Mercedes-Benz,E 400 (coupe),N,6,20,26,22,N,Automatic,9,"2-Wheel Drive, Rear",1900,Car,4,4,5,2750,397
Mercedes-Benz,Mercedes-Benz,E 400 4MATIC (convertible),N,6,20,25,22,N,Automatic,9,4-Wheel Drive,1900,Car,4,4,5,2750,404
Mercedes-Benz,Mercedes-Benz,E 400 4MATIC (coupe),N,6,20,26,22,N,Automatic,9,4-Wheel Drive,1900,Car,4,4,5,2750,394
Mercedes-Benz,Mercedes-Benz,S 560 (convertible),N,8,17,26,20,N,Automatic,9,"2-Wheel Drive, Front",2100,Car,4,4,5,3750,439
Mercedes-Benz,Mercedes-Benz,AMG C 43 4MATIC,N,6,20,27,23,N,Automatic,9,4-Wheel Drive,1850,Car,5,5,5,2500,393
Mercedes-Benz,Mercedes-Benz,AMG C 63,N,8,18,24,20,N,Automatic,7,"2-Wheel Drive, Rear",2100,Car,4,4,5,3750,441
Mercedes-Benz,Mercedes-Benz,AMG C 63 S,N,8,18,24,20,N,Automatic,7,"2-Wheel Drive, Rear",2100,Car,4,4,5,3750,441
Mercedes-Benz,Mercedes-Benz,AMG CLA 45 4MATIC,N,4,23,30,26,N,Manual,7,4-Wheel Drive,1600,Car,5,5,3,1250,348
Mercedes-Benz,Mercedes-Benz,AMG CLS 63 S 4MATIC,N,8,16,22,18,N,Automatic,7,4-Wheel Drive,2350,Car,3,3,1,5000,495
Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC (coupe),N,8,17,27,20,N,Automatic,9,4-Wheel Drive,2100,Car,4,4,5,3750,437
Mercedes-Benz,Mercedes-Benz,C 300,N,4,24,33,27,N,Automatic,9,"2-Wheel Drive, Rear",1550,Car,6,6,5,1000,324
Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,N,4,23,32,26,N,Automatic,9,4-Wheel Drive,1600,Car,5,5,5,1250,335
Mercedes-Benz,Mercedes-Benz,CLA 250,N,4,24,37,29,N,Manual,7,"2-Wheel Drive, Front",1450,Car,6,6,5,500,310
Mercedes-Benz,Mercedes-Benz,CLA 250 4MATIC,N,4,24,32,27,N,Manual,7,Part-time 4-Wheel Drive,1550,Car,6,6,5,1000,328
Mercedes-Benz,Mercedes-Benz,CLA 250 4MATIC,N,4,24,32,27,N,Manual,7,4-Wheel Drive,1550,Car,6,6,5,1000,328
Mercedes-Benz,Mercedes-Benz,CLS 550,N,8,18,26,21,N,Automatic,9,"2-Wheel Drive, Rear",2000,Car,4,4,1,3250,425
Mercedes-Benz,Mercedes-Benz,CLS 550 4MATIC,N,8,17,25,20,N,Automatic,9,4-Wheel Drive,2100,Car,4,4,1,3750,444
Mercedes-Benz,Mercedes-Benz,S 560 4MATIC (coupe),N,8,17,27,21,N,Automatic,9,4-Wheel Drive,2000,Car,4,4,5,3250,426
Mercedes-Benz,Mercedes-Benz,AMG E 43 4MATIC,N,6,19,25,21,N,Automatic,9,4-Wheel Drive,2000,Car,4,4,5,3250,416
Mercedes-Benz,Mercedes-Benz,AMG E 63 S 4MATIC,N,8,15,22,18,N,Automatic,9,4-Wheel Drive,2350,Car,3,3,5,5000,497
Mercedes-Benz,Mercedes-Benz,E 300,N,4,22,30,25,N,Automatic,9,"2-Wheel Drive, Rear",1700,Car,5,5,5,1750,351
Mercedes-Benz,Mercedes-Benz,E 300 4MATIC,N,4,21,29,24,N,Automatic,9,4-Wheel Drive,1750,Car,5,5,5,2000,366
Mercedes-Benz,Mercedes-Benz,E 400 4MATIC,N,6,20,27,23,N,Automatic,9,4-Wheel Drive,1850,Car,5,5,5,2500,396
Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC,N,8,17,26,20,N,Automatic,9,4-Wheel Drive,2100,Car,4,4,5,3750,443
Mercedes-Benz,Mercedes-Benz,S 450,N,6,19,28,22,N,Automatic,9,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,403
Mercedes-Benz,Mercedes-Benz,S 450 4MATIC,N,6,18,28,22,N,Automatic,9,4-Wheel Drive,1900,Car,4,4,3,2750,408
Mercedes-Benz,Mercedes-Benz,S 560,N,8,17,27,21,N,Automatic,9,"2-Wheel Drive, Front",2000,Car,4,4,5,3250,426
Mercedes-Benz,Mercedes-Benz,S 560 4MATIC,N,8,17,27,21,N,Automatic,9,4-Wheel Drive,2000,Car,4,4,5,3250,426
Mercedes-Benz,Mercedes-Benz,S 560 4MATIC Maybach,N,8,16,25,19,N,Automatic,9,4-Wheel Drive,2200,Car,3,3,5,4250,455
Mercedes-Benz,Mercedes-Benz,AMG E 63 S 4MATIC (Station Wagon,N,8,16,22,18,NA,Automatic,9,4-Wheel Drive,2350,Station Wagon,3,3,5,5000,496
Mercedes-Benz,Mercedes-Benz,AMG GLA 45 4MATIC,N,4,22,28,25,NA,Manual,7,4-Wheel Drive,1700,Station Wagon,5,5,3,1750,361
Mercedes-Benz,Mercedes-Benz,E 400 4MATIC (station wagon),N,6,19,25,21,NA,Automatic,9,4-Wheel Drive,2000,Station Wagon,4,4,5,3250,417
Mercedes-Benz,Mercedes-Benz,Metris (Cargo Van),N,4,21,24,22,NA,Automatic,7,"2-Wheel Drive, Rear",1900,Van,4,4,5,2750,404
Mercedes-Benz,Mercedes-Benz,"Metris (Cargo Van, LWB)",N,4,21,24,22,NA,Automatic,7,"2-Wheel Drive, Rear",1900,Van,4,4,5,2750,398
Mercedes-Benz,Mercedes-Benz,Metris (Passenger Van),N,4,19,23,21,NA,Automatic,7,"2-Wheel Drive, Rear",2000,Van,4,4,5,3250,431
Mercedes-Benz,Mercedes-Benz,GLA 250,N,4,24,33,27,NA,Manual,7,"2-Wheel Drive, Front",1550,SUV,6,6,5,1000,322
Mercedes-Benz,Mercedes-Benz,GLC 300,N,4,22,28,24,NA,Automatic,9,"2-Wheel Drive, Rear",1750,SUV,5,5,5,2000,364
Mercedes-Benz,Mercedes-Benz,AMG GLC 43 4MATIC,N,6,18,24,20,NA,Automatic,9,4-Wheel Drive,2100,SUV,4,4,5,3750,443
Mercedes-Benz,Mercedes-Benz,AMG GLC 43 4MATIC (coupe),N,6,18,24,20,NA,Automatic,9,4-Wheel Drive,2100,SUV,4,4,5,3750,438
Mercedes-Benz,Mercedes-Benz,AMG GLC 63 4MATIC,N,8,16,22,18,NA,Automatic,9,4-Wheel Drive,2350,SUV,3,3,5,5000,479
Mercedes-Benz,Mercedes-Benz,AMG GLC 63 4MATIC (coupe),N,8,16,22,18,NA,Automatic,9,4-Wheel Drive,2350,SUV,3,3,5,5000,493
Mercedes-Benz,Mercedes-Benz,AMG GLC 63 S 4MATIC (coupe),N,8,16,22,18,NA,Automatic,9,4-Wheel Drive,2350,SUV,3,3,5,5000,494
Mercedes-Benz,Mercedes-Benz,GLA 250 4MATIC,N,4,23,31,26,NA,Manual,7,4-Wheel Drive,1600,SUV,5,5,5,1250,337
Mercedes-Benz,Mercedes-Benz,GLA 250 4MATIC,N,4,23,31,26,NA,Manual,7,Part-time 4-Wheel Drive,1600,SUV,5,5,5,1250,337
Mercedes-Benz,Mercedes-Benz,GLC 300 4MATIC,N,4,21,28,24,NA,Automatic,9,4-Wheel Drive,1750,SUV,5,5,5,2000,374
Mercedes-Benz,Mercedes-Benz,GLC 300 4MATIC (Coupe),N,4,22,27,24,NA,Automatic,9,4-Wheel Drive,1750,SUV,5,5,5,2000,375
Mercedes-Benz,Mercedes-Benz,GLE 350,N,6,18,23,20,NA,Automatic,7,"2-Wheel Drive, Rear",2100,SUV,4,4,1,3750,440
Mercedes-Benz,Mercedes-Benz,AMG G 63,N,8,12,15,13,NA,Automatic,7,4-Wheel Drive,3250,SUV,1,1,3,9500,674
Mercedes-Benz,Mercedes-Benz,AMG G 65,N,12,11,13,12,NA,Automatic,7,4-Wheel Drive,3500,SUV,1,1,3,10750,762
Mercedes-Benz,Mercedes-Benz,AMG GLE 43 4MATIC,N,6,17,23,19,NA,Automatic,9,4-Wheel Drive,2200,SUV,3,3,3,4250,454
Mercedes-Benz,Mercedes-Benz,AMG GLE 43 4MATIC (coupe),N,6,17,22,19,NA,Automatic,9,4-Wheel Drive,2200,SUV,3,3,3,4250,459
Mercedes-Benz,Mercedes-Benz,AMG GLE 63,N,8,14,18,15,NA,Automatic,7,4-Wheel Drive,2800,SUV,2,2,3,7250,586
Mercedes-Benz,Mercedes-Benz,AMG GLE 63 S,N,8,14,18,15,NA,Automatic,7,4-Wheel Drive,2800,SUV,2,2,3,7250,586
Mercedes-Benz,Mercedes-Benz,AMG GLE 63 S (coupe),N,8,14,18,15,NA,Automatic,7,4-Wheel Drive,2800,SUV,2,2,3,7250,582
Mercedes-Benz,Mercedes-Benz,AMG GLS 63,N,8,13,18,15,NA,Automatic,7,4-Wheel Drive,2800,SUV,2,2,3,7250,591
Mercedes-Benz,Mercedes-Benz,G 550,N,8,13,14,13,NA,Automatic,7,4-Wheel Drive,3250,SUV,1,1,3,9500,660
Mercedes-Benz,Mercedes-Benz,G 550 4x4,N,8,11,11,11,NA,Automatic,7,4-Wheel Drive,3800,SUV,1,1,3,12250,829
Mercedes-Benz,Mercedes-Benz,GLE 350 4MATIC,N,6,18,22,19,NA,Automatic,7,4-Wheel Drive,2200,SUV,3,3,1,4250,457
Mercedes-Benz,Mercedes-Benz,GLE 350 4MATIC,N,6,18,22,19,NA,Automatic,7,4-Wheel Drive,2200,SUV,3,3,1,4250,457
Mercedes-Benz,Mercedes-Benz,GLS 450 4MATIC,N,6,17,22,19,NA,Automatic,9,4-Wheel Drive,2200,SUV,3,3,3,4250,477
Mercedes-Benz,Mercedes-Benz,GLS 550 4MATIC,N,8,14,19,16,NA,Automatic,9,4-Wheel Drive,2600,SUV,2,2,3,6250,556
BMW,Mini,COOPER CONVERTIBLE,N,3,27,35,30,N,Automatic,6,"2-Wheel Drive, Front",1400,Car,7,7,7,250,294
BMW,Mini,COOPER CONVERTIBLE,N,3,28,37,32,N,Manual,6,"2-Wheel Drive, Front",1300,Car,7,7,7,250,280
BMW,Mini,COOPER S CONVERTIBLE,N,4,25,33,28,N,Automatic,6,"2-Wheel Drive, Front",1500,Car,6,6,7,750,315
BMW,Mini,COOPER S CONVERTIBLE,N,4,23,32,26,N,Manual,6,"2-Wheel Drive, Front",1600,Car,5,5,7,1250,338
BMW,Mini,JOHN COOPER WORKS CONVERTIBLE,N,4,25,33,28,N,Automatic,6,"2-Wheel Drive, Front",1500,Car,6,6,3,750,315
BMW,Mini,JOHN COOPER WORKS CONVERTIBLE,N,4,22,31,25,N,Manual,6,"2-Wheel Drive, Front",1700,Car,5,5,3,1750,349
BMW,Mini,COOPER HARDTOP 2 DOOR,N,3,27,35,30,N,Automatic,6,"2-Wheel Drive, Front",1400,Car,7,7,7,250,294
BMW,Mini,COOPER HARDTOP 2 DOOR,N,3,28,38,32,N,Manual,6,"2-Wheel Drive, Front",1300,Car,7,7,7,250,282
BMW,Mini,COOPER HARDTOP 4 DOOR,N,3,27,35,30,N,Automatic,6,"2-Wheel Drive, Front",1400,Car,7,7,7,250,294
BMW,Mini,COOPER HARDTOP 4 DOOR,N,3,28,37,32,N,Manual,6,"2-Wheel Drive, Front",1300,Car,7,7,7,250,280
BMW,Mini,COOPER S HARDTOP 2 DOOR,N,4,25,32,28,N,Automatic,6,"2-Wheel Drive, Front",1500,Car,6,6,7,750,316
BMW,Mini,COOPER S HARDTOP 2 DOOR,N,4,23,32,26,N,Manual,6,"2-Wheel Drive, Front",1600,Car,5,5,7,1250,338
BMW,Mini,COOPER S HARDTOP 4 DOOR,N,4,25,32,28,N,Automatic,6,"2-Wheel Drive, Front",1500,Car,6,6,7,750,316
BMW,Mini,COOPER S HARDTOP 4 DOOR,N,4,23,32,26,N,Manual,6,"2-Wheel Drive, Front",1600,Car,5,5,7,1250,338
BMW,Mini,JOHN COOPER WORKS HARDTOP,N,4,25,32,28,N,Automatic,6,"2-Wheel Drive, Front",1500,Car,6,6,3,750,316
BMW,Mini,JOHN COOPER WORKS HARDTOP,N,4,23,32,26,N,Manual,6,"2-Wheel Drive, Front",1600,Car,5,5,3,1250,338
BMW,Mini,COOPER CLUBMAN,N,3,24,32,27,N,Automatic,6,"2-Wheel Drive, Front",1550,Car,6,6,7,1000,323
BMW,Mini,COOPER CLUBMAN,N,3,24,34,28,N,Manual,6,"2-Wheel Drive, Front",1500,Car,6,6,7,750,319
BMW,Mini,COOPER CLUBMAN ALL4,N,3,23,31,26,N,Automatic,8,All Wheel Drive,1600,Car,5,5,3,1250,341
BMW,Mini,COOPER CLUBMAN ALL4,N,3,22,32,26,N,Manual,6,All Wheel Drive,1600,Car,5,5,3,1250,344
BMW,Mini,COOPER COUNTRYMAN,N,3,24,32,27,N,Automatic,6,"2-Wheel Drive, Front",1550,Car,6,6,3,1000,323
BMW,Mini,COOPER COUNTRYMAN,N,3,24,34,28,N,Manual,6,"2-Wheel Drive, Front",1500,Car,6,6,3,750,319
BMW,Mini,COOPER COUNTRYMAN ALL4,N,3,23,30,25,N,Automatic,8,All Wheel Drive,1700,Car,5,5,3,1750,347
BMW,Mini,COOPER COUNTRYMAN ALL4,N,3,22,32,26,N,Manual,6,All Wheel Drive,1600,Car,5,5,3,1250,344
BMW,Mini,COOPER S CLUBMAN,N,4,23,32,27,N,Automatic,8,"2-Wheel Drive, Front",1550,Car,6,6,7,1000,332
BMW,Mini,COOPER S CLUBMAN,N,4,22,31,25,N,Manual,6,"2-Wheel Drive, Front",1700,Car,5,5,7,1750,349
BMW,Mini,COOPER S CLUBMAN ALL4,N,4,22,31,26,N,Automatic,8,All Wheel Drive,1600,Car,5,5,7,1250,346
BMW,Mini,COOPER S CLUBMAN ALL4,N,4,21,30,24,N,Manual,6,All Wheel Drive,1750,Car,5,5,7,2000,366
BMW,Mini,COOPER S COUNTRYMAN,N,4,23,32,27,N,Automatic,8,"2-Wheel Drive, Front",1550,Car,6,6,7,1000,332
BMW,Mini,COOPER S COUNTRYMAN ALL4,N,4,22,31,26,N,Automatic,8,All Wheel Drive,1600,Car,5,5,7,1250,346
BMW,Mini,COOPER S COUNTRYMAN ALL4,N,4,21,31,24,N,Manual,6,All Wheel Drive,1750,Car,5,5,7,2000,365
BMW,Mini,JCW COUNTRYMAN ALL4,N,4,22,30,25,N,Automatic,8,All Wheel Drive,1700,Car,5,5,3,1750,354
BMW,Mini,JCW COUNTRYMAN ALL4,N,4,20,29,24,N,Manual,6,All Wheel Drive,1750,Car,5,5,3,2000,373
BMW,Mini,JOHN COOPER WORKS CLUBMAN ALL4,N,4,23,31,26,N,Automatic,8,All Wheel Drive,1600,Car,5,5,3,1250,339
BMW,Mini,JOHN COOPER WORKS CLUBMAN ALL4,N,4,21,31,24,N,Manual,6,All Wheel Drive,1750,Car,5,5,3,2000,367
Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,N,3,37,43,39,N,Automatic,1,"2-Wheel Drive, Front",900,Car,9,9,5,2250,225
Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,N,3,33,41,36,N,Manual,5,"2-Wheel Drive, Front",1000,Car,8,8,5,1750,242
Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE G4,N,3,35,41,37,N,Automatic,1,"2-Wheel Drive, Front",950,Car,8,8,5,2000,237
Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE G4,N,3,33,40,35,N,Manual,5,"2-Wheel Drive, Front",1050,Car,8,8,5,1500,249
Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS 2WD,N,4,25,28,26,NA,Automatic,8,"2-Wheel Drive, Front",1400,SUV,5,5,5,250,338
